22.2267,17.3491,1.21226,15.7309,21.6236,1.82092,22.0946,17.4324,0.0895799,22.5839,17.2395,1.26224
22.4615,18.3405,1.44124,15.4038,22.6347,1.88372,23.7091,17.6216,0.145557,22.6436,18.105,1.41503
22.4428,19.3322,1.51331,15.0138,23.6234,1.94651,24.9724,18.4692,0.507822,22.6301,19.3869,1.49754
22.5077,20.4378,1.5352,14.5625,24.5856,2.0093,25.8313,19.1804,0.638564,22.7761,20.3723,1.56407
22.4025,21.5191,1.67416,14.0518,25.5177,2.07209,26.5666,20.0032,0.778175,23.1818,21.3046,1.61218
22.2691,22.5862,1.67953,13.4836,26.4158,2.13488,26.7169,20.9915,1.11529,22.7305,22.4299,1.68971
21.9107,23.8406,1.68695,12.8602,27.2765,2.19767,26.3602,21.9379,1.53568,22.3014,23.393,1.71925
21.7218,25.0112,1.8702,12.1839,28.0964,2.26046,25.8384,23.2292,1.8508,22.5102,24.5121,1.76846
21.5086,26.1662,2.08456,11.4576,28.8723,2.32325,24.9755,24.6297,2.09252,21.8942,25.8796,2.00515
20.7499,27.1585,2.04066,10.684,29.601,2.38604,23.9305,25.9318,2.23919,21.3799,27.0307,2.01797
20.1534,28.1518,2.03534,9.86618,30.2798,2.44883,22.7764,26.68,2.49714,20.8994,27.5727,2.05336
19.4696,29.0449,2.01694,9.0074,30.9059,2.51162,21.5504,28.094,2.30993,20.3947,28.6842,2.02989
18.8262,30.0194,2.15121,8.11102,31.4769,2.57441,20.6684,29.314,2.2259,19.9758,29.6586,2.09901
18.2169,30.7579,2.07846,7.18058,31.9905,2.6372,19.6013,29.7798,2.55686,18.8268,30.1713,2.1699
17.5678,31.7945,2.17809,6.21974,32.4447,2.69999,18.4879,31.2523,2.25466,18.0856,31.4617,2.16568
16.9661,32.7096,2.31206,5.2323,32.8378,2.76278,17.7193,32.3236,2.22247,17.1366,32.5549,2.26382
16.0801,33.3968,2.3982,4.22214,33.1681,2.82557,17.0918,33.0738,2.2774,16.467,33.2936,2.39474
15.3458,34.0166,2.4278,3.19324,33.4343,2.88837,16.2917,33.4284,2.51924,15.6094,33.6964,2.46723
14.3533,34.4526,2.65063,2.14966,33.6355,2.95116,15.3896,33.9459,2.60312,14.5957,34.2893,2.61822
13.391,34.8071,2.94514,1.09552,33.7708,3.01395,14.5664,34.2713,2.70787,13.6456,34.6638,2.84529
12.3473,34.9724,3.17668,0.0349609,33.8397,3.07674,13.8401,34.5782,2.74764,12.9548,34.9225,3.0699
11.3602,34.9466,3.17959,-1.02783,33.8419,3.13953,13.0294,34.6259,2.91609,12.1045,34.9905,3.16726
10.4101,34.9518,3.2178,-2.08838,33.9107,3.07674,12.1529,34.1064,3.23535,11.1491,34.5899,3.22687
9.25737,34.922,3.10955,-3.14253,34.046,3.01395,11.0761,34.1831,3.11659,10.3811,34.5396,3.15286
8.26656,34.8636,3.02107,-4.1861,34.2472,2.95116,10.0246,34.1916,3.09703,9.64713,34.4066,3.09393
7.11465,34.9795,3.01252,-5.215,34.5135,2.88837,8.96546,34.1744,3.10209,8.93963,34.2354,3.0601
6.13412,35.0278,2.95072,-6.22516,34.8438,2.82557,7.8533,34.3459,3.01272,7.76268,34.4212,3.01003
5.03438,35.406,2.79399,-7.21261,35.2368,2.76278,6.73886,34.6731,2.89644,7.06817,34.5406,2.8806
4.0792,35.895,2.80013,-8.17344,35.691,2.69999,5.73122,35.0464,2.80713,6.44232,34.7217,2.83127
3.29633,36.2439,2.76147,-9.10389,36.2046,2.6372,4.83317,35.9605,2.48161,5.8755,35.4105,2.71986
2.41245,36.5871,2.56241,-10.0003,36.7756,2.57441,3.90472,35.9231,2.77578,4.71918,35.5219,2.60812
1.48697,37.1583,2.23805,-10.859,37.4017,2.51162,2.6719,36.6157,2.66493,3.71016,36.1889,2.36862
0.766869,38.0928,2.30568,-11.6768,38.0805,2.44883,1.59323,37.5494,2.47345,2.5718,37.1411,2.29509
0.192908,38.6566,2.32739,-12.4504,38.8093,2.38604,0.743864,38.3839,2.37974,1.71918,37.9502,2.26214
-0.364662,39.5587,2.50044,-13.1768,39.5851,2.32325,0.118726,39.1638,2.27999,0.74733,38.8225,2.39475
-1.15169,40.2221,2.46685,-13.853,40.405,2.26046,-0.541919,40.0997,2.19575,-0.744135,40.0658,2.40882
-1.97014,40.9795,2.41349,-14.4765,41.2657,2.19767,-1.13337,40.6532,2.251,-1.55865,40.7125,2.38556
-2.76182,41.8977,2.31819,-15.0447,42.1639,2.13488,-1.87335,41.1904,2.34815,-2.24714,41.2718,2.30494
-3.5473,42.7064,2.34475,-15.5554,43.0959,2.07209,-2.68426,42.3427,2.20827,-3.20893,42.5016,2.28127
-4.23293,43.5006,2.22377,-16.0067,44.0581,2.0093,-3.4956,42.9757,2.32852,-4.09001,43.1721,2.24326
-4.69834,44.3329,2.13065,-16.3966,45.0468,1.94651,-4.18823,44.0159,2.19366,-4.23914,44.0172,2.12024
-5.27638,45.4454,2.12039,-16.7238,46.058,1.88372,-4.69839,45.3306,1.98109,-4.66202,45.2535,2.08257
-5.77293,46.317,2.14135,-16.9869,47.0877,1.82093,-5.22068,46.0128,2.06592,-5.52841,46.0216,2.12117
-6.31556,47.3358,2.11806,-17.1848,48.1319,1.75813,-5.79744,46.7997,2.10879,-6.06745,46.8146,2.08364
-6.74577,48.1823,2.08263,-17.3168,49.1865,1.69534,-6.55602,47.8912,2.13651,-6.94874,47.9814,2.06125
-7.18003,49.0834,2.06564,-17.3824,50.2472,1.63255,-6.90569,48.9771,1.95687,-6.84003,48.8887,2.01178
-7.60062,50.1774,2.08391,-17.3813,51.31,1.56976,-7.07226,49.9531,1.81562,-6.96878,49.7973,1.99325
-8.05121,51.11,1.8777,-17.3135,52.3706,1.50697,-7.35184,50.8757,1.81394,-7.42055,50.7616,1.88079
-8.3238,52.2234,1.76161,-17.1793,53.4249,1.44418,-7.64895,51.7937,1.82185,-7.67849,51.682,1.7737
-8.44737,53.2411,1.53332,-16.9792,54.4687,1.38139,-8.06105,52.9787,1.85193,-7.95913,52.8591,1.61706
-8.05616,54.3053,1.55806,-16.714,55.4979,1.3186,-8.25729,54.2522,1.73979,-7.89614,54.0543,1.57212
-7.86151,55.2924,1.51375,-16.3848,56.5084,1.25581,-8.21799,55.3466,1.59408,-7.72001,55.0717,1.51694
-7.77675,56.4333,1.41657,-15.9928,57.4962,1.19302,-8.06231,56.608,1.4676,-7.61744,56.34,1.43509
-7.64631,57.5718,1.21818,-15.5395,58.4575,1.13023,-7.84483,57.6233,1.38138,-7.37317,57.3333,1.24793
-7.30796,58.6285,0.900779,-15.0269,59.3885,1.06744,-7.70076,58.569,1.37338,-7.15543,58.2369,1.02677
-6.52888,59.5783,0.950147,-14.4568,60.2855,1.00465,-7.12189,59.6109,1.15521,-6.27774,59.1962,0.944948
-5.81102,60.3159,0.722876,-13.8316,61.1449,0.941858,-6.50327,60.3294,0.986679,-5.69785,59.8997,0.771049
-4.83137,60.9891,0.741637,-13.1537,61.9634,0.879067,-5.4044,61.1388,0.715875,-4.57458,60.7442,0.732524
-3.86994,61.6893,0.807472,-12.4257,62.7377,0.816277,-4.31344,62.0825,0.684443,-3.90292,61.8276,0.788795
-2.96334,62.3906,0.666041,-11.6506,63.4649,0.753486,-3.11109,62.3776,0.390447,-2.79836,62.2369,0.648849
-2.00255,62.9121,0.617316,-10.8314,64.142,0.690696,-1.87414,62.7051,0.282559,-1.88611,62.7095,0.599146
-1.05335,63.4714,0.513472,-9.97135,64.7663,0.627905,-0.733371,63.3614,0.416934,-0.951447,63.4061,0.538059
-0.329579,63.915,0.272733,-9.07379,65.3354,0.565115,0.303367,63.897,0.425964,0.251413,63.8701,0.363537
0.610554,64.2392,0.401954,-8.14229,65.8471,0.502324,1.24481,63.7038,0.107421,0.980129,63.8087,0.347669
1.50142,64.5553,0.419577,-7.18052,66.2994,0.439534,2.28428,64.3772,0.358632,1.76058,64.5324,0.416315
2.38924,65.0614,0.462864,-6.19227,66.6904,0.376743,2.93997,64.7909,0.388103,2.16166,65.0491,0.438449
3.38248,65.6551,0.368899,-5.18142,67.0186,0.313953,3.88457,65.8021,0.650074,3.51731,65.8494,0.39339
4.28268,66.1293,0.320769,-4.15198,67.2827,0.251162,4.57609,66.2749,0.592817,4.47788,66.1866,0.324398
5.37723,66.3361,0.323682,-3.10799,67.4817,0.188372,5.3095,66.2804,0.355768,5.18376,66.2212,0.294664
6.36469,66.6396,0.210241,-2.05357,67.6148,0.125581,6.31608,66.5945,0.297879,6.30064,66.5217,0.215212
7.40427,66.8244,0.356167,-0.992871,67.6815,0.0627907,7.41078,66.8985,0.256267,7.30356,66.8749,0.306693
8.53867,67.1497,0.431255,0.0699191,67.6815,2.23517e-07,8.58879,67.0887,0.176982,8.4056,67.1511,0.361963
